School_ID,Short_Name,Long_Name,Primary_Category,CPS_School_Profile,Website,School_Latitude,School_Longitude,Program_Type,Application_Requirements,Program_Selections
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Band,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Choir,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Dance,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Digital Media,None,<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>None<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: 24% / 24%</li><li>IEP and EL Students: Combo of 48%</li></ul></li><li><strong>Priority: </strong>30% of seats for Attendance Area<li><strong>Note: </strong>Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.</li></ul>
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - General Education,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Theater,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,41.801204,-87.612239,DYETT ARTS HS - Visual Arts,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>AA-none
outside AA- 2.0<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: AA- none, Outside AA- Combo of 48%</li><li>IEP and EL Students: AA- none, Outside AA- Combo of 48%</li></ul></li><li><strong>Priority: </strong>Attendance Area, Sibling</li></ul>"
400013,ASPIRA - EARLY COLLEGE HS,ASPIRA Charter School - Early College High School,HS,https://www.cps.edu/schools/schoolprofiles/400013,https://aec.aspirail.org,41.937298,-87.727096,ASPIRA - EARLY COLLEGE HS - General Education,None,"<ul><li><strong>Selection Type: </strong>Lottery<li><strong>GPA: </strong>None<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: None / None</li><li>IEP and EL Students: None / None</li></ul></li><li><strong>Priority: </strong>Elementary Preference, Sibling<li><strong>Note: </strong>Elem Pref includes: Aspira Haugan Middle School</li></ul>"
400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://www.cps.edu/schools/schoolprofiles/400022,https://chiarts.org,41.899377,-87.694945,CHIARTS HS - Music - Instrumental - Brass & Woodwinds,Audition,<ul><li><strong>Selection Type: </strong>Point<li><strong>GPA: </strong>None<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: 24% / 24%</li><li>IEP and EL Students: Combo of 48%</li></ul></li><li><strong>Priority: </strong>none</li></ul>
400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://www.cps.edu/schools/schoolprofiles/400022,https://chiarts.org,41.899377,-87.694945,CHIARTS HS - Creative Writing,Portfolio Review,<ul><li><strong>Selection Type: </strong>Point<li><strong>GPA: </strong>None<li><strong>HS Admissions Exam Minimum for ELA/Math: </strong><ul><li>General Education and 504 Plan Students: 24% / 24%</li><li>IEP and EL Students: Combo of 48%</li></ul></li><li><strong>Priority: </strong>none</li></ul>
